id,status_group
6447,functional
51304,functional
13194,non functional
23601,non functional
1911,functional needs repair
40378,functional
36377,functional needs repair
73497,functional
58195,functional
7888,non functional
16089,non functional
31466,non functional
1190,non functional
54941,functional
69495,functional
22844,functional
218,functional
27253,non functional
67692,functional
18492,non functional
9599,non functional
43802,non functional
1225,non functional
73926,non functional
30884,functional
26211,non functional
29350,non functional
18003,functional
51744,non functional
55976,non functional
57366,functional
57720,functional needs repair
67243,non functional
29297,non functional
17120,functional
74151,functional
19560,non functional
45721,functional
35953,functional
63037,functional
23918,functional
42270,non functional
53662,functional
39585,functional
26532,non functional
35641,non functional
13456,functional
9826,functional
69642,non functional
62150,non functional
33012,functional
34743,non functional
17503,functional
64658,non functional
23059,non functional
15706,functional
32388,non functional
57458,functional
37123,functional
35591,functional
38154,functional needs repair
28938,functional needs repair
38475,functional
73569,non functional
22601,non functional
61099,functional
68623,functional
65279,functional needs repair
38823,non functional
47767,non functional
3529,functional
40099,non functional
41114,non functional
59791,non functional
22413,functional needs repair
5816,functional
17488,functional
55878,functional
9039,functional
32038,functional
22334,functional
45745,functional
48347,functional needs repair
28640,functional
59011,functional
37593,non functional
33358,non functional
43581,non functional
25280,functional
60557,functional
2165,functional
19125,functional
17968,functional
21603,functional
22405,functional
28865,functional
19791,functional
8537,functional
2736,non functional
63397,non functional
51230,functional
29208,functional needs repair
45080,functional needs repair
17176,functional
60778,functional needs repair
29356,non functional
67922,functional
59005,functional needs repair
38835,non functional
68479,functional
7456,functional
31567,functional
73139,functional
2962,non functional
70390,functional
25732,non functional
25584,non functional
29372,non functional
40921,functional
69444,non functional
35104,functional
68589,functional needs repair
70574,non functional
22063,non functional
2108,functional
52855,functional
33982,non functional
44238,non functional
16946,non functional
40546,functional
3704,functional
23976,functional
14030,functional
71926,non functional
26993,functional
29288,functional
46904,functional
45759,functional
46124,non functional
35526,functional
15484,functional
47188,functional
71479,functional
68457,functional
19848,functional needs repair
12791,functional
68038,non functional
59639,functional
25851,functional
9996,functional
2071,functional needs repair
30602,non functional
55382,non functional
63034,functional
40286,non functional
14809,functional
10114,non functional
24880,non functional
64041,non functional
56010,functional
14732,functional
37029,functional
576,non functional
6032,functional
46132,functional
8197,functional
21550,non functional
56307,functional
25246,non functional
40511,functional
66411,non functional
7805,non functional
40790,functional
42290,functional
30043,functional
43058,functional needs repair
29982,functional needs repair
50020,functional
29065,functional
70972,functional needs repair
53636,non functional
4745,non functional
64471,functional needs repair
52913,functional
42715,functional
49806,functional
63148,functional
59388,functional
39909,non functional
12748,functional needs repair
57622,functional needs repair
20477,functional
70561,non functional
22129,non functional
37575,functional needs repair
12770,non functional
48545,non functional
57568,non functional
12819,functional
19597,functional
9524,non functional
50583,functional needs repair
31436,non functional
36928,functional needs repair
7858,non functional
23818,functional
45436,functional
52259,functional
26794,functional
15773,non functional
63824,functional
62499,functional
61905,functional
45509,functional
27163,functional
62142,non functional
40415,functional
17883,functional
3054,functional
37695,functional
8175,non functional
64160,non functional
47266,functional needs repair
