id,description
308,"Alpine wind jkt - On high ridges, steep ice and anything alpine, this jacket serves as a true ""best of all worlds"" staple. It excels as a stand-alone shell for blustery rock climbs, cool-weather trail runs and high-output ski tours. And then, when conditions have you ice and alpine climbing, it functions as a lightly insulated windshirt on the approach, as well as a frictionless midlayer when it's time to bundle up and tie-in. The polyester ripstop shell with a Deluge DWR (durable water repellent) treatment sheds snow and blocks wind, while the smooth, lightly brushed hanging mesh liner wicks moisture, dries fast, and doesn't bind to your baselayers. Superlight stretch-woven underarm panels enhance breathability and allow for unimpaired arm motion, and the two hand pockets close with zippers. A drawcord hem, elastic cuffs, a heat-transfer reflective logo and a regular-coil, center-front zipper with DWR finish round out the features. Updated this season for an improved fit. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Lightweight, breathable polyester ripstop fabric with a Deluge DWR (durable water repellent) finish; slightly brushed polyester-mesh liner wicks moisture and dries fast""</li> <li>""Stretch-woven underarm panels provide breathability, stretch for unimpeded range of motion""</li> <li>Center-front zipper has DWR finish</li> <li>Elastic cuffs</li> <li>Zippered handwarmer pockets</li> <li>Drawcord hem</li> <li>Reflective heat-transfer logo</li></ul><br><br><b>Fabric: </b>Shell: 1.3-oz 20-denier 100% polyester ripstop. Panels: 4.6-oz 75-denier 90% all-recycled polyester/10% spandex. Shell and panels have Deluge DWR (durable water repellent) finish. Lining: 100% polyester brushed tricot mesh. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(274 g 9.5 oz)<br><br>Made in China."
309,"Aravis 1/4 zip - For corn skiing and other transition-season endeavors, the Aravis 1/4-Zip provides breathable warmth that's great for layering. Made from dense, lightweight fleece that's easy-care and soft, the jacket has distinctive Capilene 3 trim at the neck, pockets, cuffs and hem. A 1/4-zip front zipper and stand-up collar regulate warmth; the zippered sleeve security pocket holds essentials. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Made of cozy soft polyester fleece</li> <li>1/4-zip front zipper with stand up collar for warmth</li> <li>""Capilene 3 fabric trims neck, cuffs and hem""</li> <li>Zippered sleeve security pocket</li></ul><br><br><b>Fabric: </b>5.9-oz 100% polyester brushed double-sided fleece. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(279 g 9.7 oz)<br><br>Made in Vietnam."
310,"Astrid top - The delicately feminine Astrid Top is a refreshing change from the heavy-lipped poundings of a big south swell. Made from our lightest weight blend of organic cotton and Tencel jersey (55%/45%) fabric, the short-sleeved top has a gathered scoop neck for a flattering fit and drape. The ultrasoft shirt falls at the hip. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Our lightest weight organic cotton and Tencel blend</li> <li>Short-sleeved top with flattering scoop neck</li> <li>Gathers at neck for fit and drape</li> <li>Hip length</li></ul><br><br><b>Fabric: </b>4-oz 55% organic cotton/45% Tencel jersey. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(109 g 3.8 oz)<br><br>Made in Thailand."
311,"Astrid wrap - A casual, elegant wrap to layer over your favorite dress - or to throw on over a tee and jeans. The short-sleeved Astrid Wrap is made of our lightest weight organic cotton/Tencel (55%/45%) fabric. It has an open, front shawl collar with a tie-off hem and gathers at the sleeves and yoke for a very feminine silhouette. Hip length. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Our lightest weight organic cotton and Tencel blend</li> <li>Short-sleeved wrap top for lightweight layering</li> <li>Gathers at sleeve and yoke for feminine appeal</li> <li>""Soft shawl collar, no front closure""</li> <li>Hip length</li></ul><br><br><b>Fabric: </b>4-oz 55% organic cotton/45% Tencel jersey. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(222 g 7.7 oz)<br><br>Made in Thailand."
312,"Baggies shorts - A loyal partner in grime, Baggies love slurping through mud on the Little Colorado and chimneying Thunder River's caverns as much as you do. Made from tough, lightweight Supplex nylon, they're treated with a DWR (durable water repellent) finish that sloughs off rivers, oceans, lakes and downpours. The wide back yoke defines a casual and flattering fit. With quick-draining, partially mesh-lined back pockets. Inseam (size M) is 5"". Recyclable through the Common Threads Recycling Program<br><br><b>Details:</b><ul> <li>Made from nylon for durability</li> <li>Brushed elastic waistband with drawcord</li> <li>Pockets lined with polyester mesh for drainage</li> <li>Regular rise</li> <li>""Inseam (size M) is 5""""""</li></ul><br><br><b>Fabric: </b>4.2-oz 100% Supplex nylon with DWR (durable water repellent) finish. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(138 g 4.8 oz)<br><br>Made in Costa Rica."
313,"Kamala dress - Like the lotus flower it's named for, the Kamala Dress is an aquatic-lifestyle perennial. Flowing organic cotton/Tencel (55%/45%) fabric provides lightweight softness and a smooth drape. A flattering V-neck front with a crossover twist and shirring detail under the bust add a feminine flair. Bra-friendly straps and a doubled bodice keep things discreet. The A-line hem falls above the knee. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Soft-handed jersey knit with smooth drape</li> <li>Flattering V-neck front with crossover twist</li> <li>Doubled bodice; bra-friendly straps</li> <li>""Shirring under bust, beautiful drape""</li> <li>A-line hem falls above the knee</li></ul><br><br><b>Fabric: </b>4.8-oz 55% organic cotton/45% Tencel. Recyclable   through the Common Threads Recycling Program<br><br><b>Weight: </b>(259 g 9 oz)<br><br>Made in Thailand."
314,"Kamala skirt - Worn as a skirt or a dress, the Kamala Skirt adapts to whatever watering hole you encounter. Lightweight organic cotton/Tencel (55%/45%) fabric has a smooth, breeze-catching drape. Worn as a skirt, the wide cinched, shirred waistband adjusts with side ties on one side and has an A-line shape that falls below the knee. As a dress, the doubled waistband converts to a bandeau-style bodice that ties behind the neck with an above-the-knee hem. Waist-to-hem length is 30"". Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Soft-handed jersey knit with smooth drape</li> <li>""Snug, wide, cinched waistband; adjustable on right side with ties""</li> <li>""A-line shape skirt, below the knee length""</li> <li>Skirt's doubled waistband becomes bandeau-style bodice for dress; and ties behind the neck</li></ul><br><br><b>Fabric: </b>4.8-oz 55% organic cotton/45% Tencel. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(219 g 7.6 oz)<br><br>Made in Thailand."
315,"Kite town t-shirt - Artist Chris Del Moro transforms wind into fun with the whimsical Kite Town T-Shirt. Printed on lightweight, 100% organic cotton using PVC- and phthalate-free inks, the tee has taped shoulder seams that are soft next-to-skin. The shirt's Anika fit features a longer torso that's form-fitting, shorter sleeves and wide, deep neckline. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Ringspun yarns for a softer hand</li> <li>Taped shoulder seams</li> <li>Screen-print inks are PVC- and phthalate-free</li></ul><br><br><b>Fabric: </b>4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(112 g 3.9 oz)<br><br>Made in USA."
316,"Barely bra (a/b) - Featherweight yet supportive, our Barely Bra wicks moisture and breathes to keep you cool. The slender, nonslip straps adjust in the back; an underbust band provides gentle support. Lace-like texture is integral to the fabric. Made from a blend of 90% polyester (76% recycled)/6% spandex/4% nylon. Pairs with our Barely Bikini. .<br><br><b>Details:</b><ul> <li>Petal-soft and featherweight fabric blend manages moisture and breathes to keep you cool</li> <li>Seamless construction</li> <li>Underbust band offers gentle support</li> <li>V-front with slender straps that adjust in back and won't slip</li> <li>Lace-like texture is integral to fabric</li> <li>Pairs with our Women's Barely Bra and Barely Everyday Bra</li></ul><br><br><b>Fabric: </b>4.6-oz 90% polyester (76% recycled)/6% spandex/4% nylon<br><br><b>Weight: </b>(25 g 0.9 oz)<br><br>Made in Israel."
317,"Barely everyday bra (b/c) - The flattering Barely Everyday Bra rolls with whatever the day dishes up. The bra's comfortable, pull-on racerback style has comfortable straps that won't dig. Underbust contour seams provide a supportive, defining fit; lined cups for discretion. Quick-dry, recycled fabric is ideal for on-the-road sink baths. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Petal-soft and lightweight recycled-polyester/spandex blend manages moisture and breathes to keep you cool</li> <li>Underbust panel offers B/C support</li> <li>Slender straps meet at a racerback and don't slip</li> <li>Lace-like texture is integral to fabric</li> <li>Pairs with our Women's Barely Bra and Women's Barely Everyday Bra</li></ul><br><br><b>Fabric: </b>4.6-oz 85% polyester (76% recycled)/15% spandex<br><br><b>Weight: </b>(51 g 1.8 oz)<br><br>Made in Israel."
318,"Barely hipster - The Barely Hipster's form-fitting construction has a soft, lace-like texture that breathes through tough spots. Featherweight recycled polyester/spandex (94%/6%) fabric blend wicks moisture and dries quickly, making it well-suited for hot or cold climates. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Soft and featherweight recycled-polyester/spandex blend manages moisture and  breathes to keep you cool</li> <li>Seamless construction</li> <li>Lace-like texture is integral to fabric</li> <li>Pairs with our Women's Barely Bra and Women's Barely Everyday Bra</li></ul><br><br><b>Fabric: </b>""4.6-oz 94% polyester (73% recycled)/6% spandex, with a moisture-wicking finish. Recyclable through the Common Threads Recycling Program""<br><br><b>Weight: </b>(23 g 0.8 oz)<br><br>Made in Israel."
319,"Symmetry w16 poster - Bill Serantoni ice climbs Fearful Symmetry in Alberta Canada. For 30 years we've paid tribute to human adventures both near and far with a collection of photographs that speak to the passion, joy and beauty of lives spent outside. These photos have appeared exclusively on our Web site, in our catalog and on the walls of our retail stores and specialty outdoor clothiers around the world. And now we are excited to make select photos available to you as posters. We hope they brighten up your space and inspire you to get outside.<br><br><b>Details:</b><ul> <li>""Dimensions: 36"""" x 24""""""</li> <li>Photo by Cory Richards</li></ul><br><br><b>Fabric: </b>Printed with soy inks on recycled paper that contains 50% post-consumer waste<br><br>Printed in USA."
320,"Synch snap-t - A perennial staple, the Snap-T pullover keeps us toasty in Central Coast sundowners and well-ventilated while digging out Montana snowbanks. Made to exceptionally high standards from thick, cozy double-faced polyester fleece (86% recycled), it has Y-Joint sleeves, a taped placket and an on-seam snap chest pocket. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>4-snap placket reinforced with Supplex nylon</li> <li>Y-Joint sleeves</li> <li>Snap chest pocket</li> <li>Nylon/spandex cuffs</li></ul><br><br><b>Fabric: </b>10.6-oz 100% polyester (86% recycled) fleece. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>535 g (18.9 oz)<br><br>Made in Colombia."
